1111101|4749720007628.717773
1111102|167632215594.851440
1111103|469192195663.715454
1111201|1851440482.020205
1111202|913213676.703895
1111203|1894543927.476149
1112101|586548471064.310059
1112102|149617504140.741577
1112103|1792781682020.582520
1112201|419012376.555222
1112202|88548604.739576
1112203|332266208.100059
1113101|5441402.580424
1113102|280588.344501
1121101|5314897735297.909180
1121102|133882932076.125458
1121103|335017497972.520447
1121201|7512409056.944633
1121202|2177038523.820647
1121203|1549258004.337198
1122101|381096429908.253479
1122102|235190748298.404572
1122103|4862257037028.555664
1122201|7690515544.586408
1122202|4571632581.234309
1122203|6333206698.137998
1123101|567878051.996631
1123102|258099992.604077
1123103|440301542.798204
1123201|5497271.523024
1123202|5101454.849848
1123203|126377.923942
1131101|12158256421291.644531
1131102|205303965989.998688
1131103|258871937040.892944
1131201|260388080201.348206
1131202|63264344442.797417
1131203|30616963568.996391
1132101|174853980348.342926
1132102|224049354010.376587
1132103|1076954440991.331177
1132201|67048512161.985451
1132202|21388338054.628056
1132203|16725052980.284859
1133101|9421730332.466618
1133102|5587297600.777246
1133103|4528477088.435507
1133201|399664337.078924
1133202|101415826.350798
1133203|36924325.003477
1151101|31778570631977.187500
1151102|12152371273.350620
1151103|12164567214.099678
1151201|146492542.363306
1151202|13476226.595107
1151203|7987449.571304
1152101|33891900122.356640
1152102|21986453654.372604
1152103|86034606881.753342
1152201|192908631.011898
1152202|47672759.565372
1152203|45594006.022608
1153101|94797667.811061
1153102|1930485.485604
1153103|574507.467499
1211101|7037005745002.238281
1211102|80570654017.937195
1211103|61786548369.402481
1211201|3668311439.668427
1211202|461287389.213275
1211203|246815954.492085
1212101|2298477714913.570312
1212102|471700231492.025330
1212103|324078757210.287842
1212201|1747264412.440220
1212202|698708549.918744
1212203|509850890.017242
1213101|1668654512.188755
1213102|44476554.990691
1213103|5174751.090835
1221101|9867730284006.486328
1221102|308367717092.122253
1221103|149555995330.832642
1221201|29241102985.770023
1221202|3354968086.327723
1221203|1651551668.066811
1222101|652311562982.063965
1222102|361568656722.405823
1222103|886883361220.899536
1222201|14395639515.188776
1222202|4027521317.921740
1222203|3454810268.047375
1223101|8477320325.930419
1223102|2030944537.025502
1223103|404130923.502914
1223201|18041386.930583
1223202|9102565.481261
1231101|3457873840033.606445
1231102|149338034336.805420
1231103|90404227129.897385
1231201|47787631177.414238
1231202|7672427865.360570
1231203|3295037892.543247
1232101|198805808103.207153
1232102|175186335544.871338
1232103|310475938868.801392
1232201|13213540776.475458
1232202|4017849925.676852
1232203|2647173394.142238
1233101|53734751418.469490
1233102|46193854261.129883
1233103|28043578425.014618
1233201|2013554147.078259
1233202|971124481.131744
1233203|348093129.601077
1251101|129705993791.080338
1251102|34812899.565130
1251103|37241095.803195
1252101|8188781.430885
1252102|14161495.418680
1252103|144295465.071510
1311101|22502300660795.609375
1311102|31452830896.919907
1311103|9973215541.868879
1311201|1891878638.285339
1311202|159719783.298408
1311203|100364369.732357
1312101|1044936080339.452759
1312102|56238642828.402855
1312103|32898656600.449650
1312201|2107429630.031145
1312202|925591687.001649
1312203|795663853.369565
1313101|1076899556.587096
1313102|15125200.335060
1313103|1193090.336395
1321101|8926426039824.005859
1321102|29571076029.943130
1321103|5124841637.641851
1321201|8217055984.073390
1321202|141683455.743671
1321203|15397862.839161
1322101|569929114151.665527
1322102|94010942938.395386
1322103|33701764195.237476
1322201|3057928544.390543
1322202|483609269.169141
1322203|93410969.158809
1323101|1159008161.524006
1323102|250618813.744001
1323103|94290765.060475
1323201|1242301.616479
1323202|111028.723122
1331101|8148670642390.630859
1331102|25068967089.122292
1331103|9127024713.247698
1331201|34659034608.177956
1331202|1232467753.349186
1331203|268546768.397430
1332101|202771009378.661896
1332102|19234444367.574497
1332103|14092747672.195610
1332201|20917577573.691677
1332202|1475992520.097112
1332203|192440517.759188
1333101|8213765071.049411
1333102|1045331565.378745
1333103|391889473.424495
1333201|344938167.194656
1333202|82799812.574729
1333203|11666696.314618
1341101|435649202930.621094
1351101|4858259434848.786133
1351102|3758461595.223619
1351103|737234171.996051
1351201|278838736.196599
1351202|12356765.742504
1351203|1718997.986533
1352101|98722485043.007141
1352102|4680894353.940834
1352103|2276227567.450496
1352201|149371982.578196
1352202|8656498.061230
1352203|4593519.966680
1353101|2061336972.538014
1353102|4386719.571540
1353103|1002769.812432
2111101|574282630551.862915
2111102|3002714173.293664
2111103|1461066778.545341
2111201|796833047.429940
2111202|79558475.104345
2111203|38661148.483524
2112101|11414297839.449421
2112102|3156710700.320541
2112103|2133851504.336686
2112201|1595798500.969822
2112202|476915949.969171
2112203|265869219.792129
2113101|319202.079639
2121101|4214894137032.279297
2121102|82060859880.100006
2121103|104325545193.895340
2121201|42756381679.425087
2121202|13414307300.534254
2121203|17989076623.356934
2122101|52828460171.177742
2122102|32531852546.198227
2122103|81841951953.352112
2122201|12937105284.494770
2122202|9829850567.007982
2122203|17859806197.821342
2123101|110516321664.835068
2123102|48870958201.056885
2123103|60059266484.135689
2123201|68730478829.721375
2123202|33661576708.438610
2123203|36782415942.870155
2131101|5654038848987.545898
2131102|93112966521.416824
2131103|71190259419.548050
2131201|7496156818.429506
2131202|1859595440.408776
2131203|2067088976.290713
2132101|201748970527.488037
2132102|108882917512.678085
2132103|125943313922.424911
2132201|3539727990.557884
2132202|2092663155.125543
2132203|2576059019.409967
2133101|126924738997.373108
2133102|68155885218.923355
2133103|77697192177.749466
2133201|10751548267.867779
2133202|6440314824.336143
2133203|12252798454.442783
2141101|2492732448.181479
2151101|2990707740177.527832
2151102|7002891473.037991
2151103|7620527486.030159
2151201|3448712925.212136
2151202|2159770564.376101
2151203|2515427715.700452
2152101|45006362334.684753
2152102|20910700709.672050
2152103|47792841606.678894
2152201|1583459173.198113
2152202|1264951819.373764
2152203|2504813027.682403
2153101|343364784.670694
2153102|86033286.541427
2153103|130739145.556412
2153201|860106557.794003
2153202|1223728356.247074
2153203|2507576948.264999
2211101|1882140171874.102295
2211102|5669941683.046509
2211103|1383312962.072798
2211111|6427698.448254
2211201|3081544384.584056
2211202|353837506.668614
2211203|267055443.470291
2212101|30092979154.620178
2212102|3926273498.563313
2212103|1675486661.877491
2212201|4990047677.331320
2212202|1612651970.131059
2212203|1431457819.369816
2213101|1472638661.093436
2213102|511961155.244884
2213103|189923109.301311
2221101|1493191541305.904297
2221102|27189361543.652763
2221103|13433486728.720993
2221201|16895160525.505680
2221202|1261528509.326921
2221203|979412583.267830
2222101|62665431978.429482
2222102|19363135437.778072
2222103|25879941567.478992
2222201|2391470345.072351
2222202|983139730.964523
2222203|1968427511.922030
2223101|157448639333.746216
2223102|21755961105.823338
2223103|19819174089.043404
2223201|2248966793.950619
2223202|915331362.525412
2223203|359809860.572632
2231101|3204532158311.304688
2231102|51579993671.203194
2231103|16251835206.648655
2231111|823401283.613581
2231112|3470460.822085
2231113|36514.177846
2231201|5441560054.788584
2231202|850980086.942834
2231203|753484275.965008
2231211|939570.680228
2232101|122655646505.399292
2232102|55171811774.579781
2232103|40058914095.059982
2232111|15432415.836906
2232112|865543.082744
2232201|3330030799.698954
2232202|1699851676.825508
2232203|2232425274.096737
2233101|256935646116.821259
2233102|89210965237.611099
2233103|25445809246.660316
2233111|125879.767211
2233201|10110973652.060740
2233202|4901178902.355797
2233203|5318564782.220468
2241101|3163871651559.537598
2241102|15611756648.275204
2241103|3924660358.261768
2241111|202301588167.174835
2241112|7860699752.710624
2241113|1905685339.391974
2241201|90873367702.403854
2241202|6984166231.902000
2241203|1641391393.679818
2241211|41919722222.848305
2241212|1558629823.964061
2241213|372592534.417211
2242101|23019139136.954304
2242102|11914439250.515026
2242103|9724166551.392771
2242111|20442144549.878036
2242112|9520146657.842760
2242113|6236222420.037699
2242201|7902323365.434163
2242202|2632242596.561720
2242203|1749521508.756506
2242211|6027696261.507230
2242212|1630519115.463133
2242213|1026744892.180583
2243101|16570510796.974945
2243102|8059238027.502497
2243103|4414548727.195930
2243111|2872163367.193068
2243112|1537950698.587223
2243113|897706038.240164
2243201|17332579673.007050
2243202|8193801847.412127
2243203|2404097786.638742
2243211|2274527181.433009
2243212|1114343245.692163
2243213|468747764.695073
2251101|1071015087638.063599
2251102|800956328.923950
2251103|316630466.771662
2251201|1727121371.520663
2251202|222890046.750401
2251203|105571580.897180
2252101|30044420074.802261
2252102|5128545955.233368
2252103|5500821320.503428
2252201|2123813361.860837
2252202|771616987.621734
2252203|700402720.869456
2253101|100085397.396678
2311101|1492766134398.767822
2311102|389556714.554070
2311103|42178956.591852
2312101|862124547.075181
2312102|37850979.311800
2312103|33176251.938941
2313101|108486053.301105
2313102|43109835.409377
2313103|31325739.779118
2321101|3712028758712.589844
2321102|5639107673.937391
2321103|1370210310.522273
2321201|5818312398.166520
2321202|180945366.357996
2321203|136377156.154238
2322101|59215824366.450645
2322102|2636422454.627700
2322103|230256835.259876
2322201|168265817.966413
2322202|55115051.188685
2322203|27085453.230493
2323101|72615139949.679764
2323102|757492236.078630
2323103|283228544.799418
2323201|288964707.487268
2323202|103575576.775023
2323203|59300973.410602
2331101|2818388516495.450195
2331102|1245068289.122517
2331103|177557530.053216
2331201|107134526.064489
2331202|4215024.359971
2331203|1491484.946792
2332101|2670931201.106808
2332102|91096610.245757
2332103|15142619.098325
2332201|23077823.315936
2332202|3568830.074426
2332203|3031946.586809
2333101|5313614968.008701
2333102|384723610.995243
2333103|62617940.989369
2333201|31958368.710715
2333202|9429516.811699
2333203|2869491.282362
2341101|2312992956.096289
2351101|5069722157642.964844
2351102|1651029543.868964
2351103|397070260.819796
2351201|1686497772.958468
2351202|212494210.025159
2351203|57711442.460791
2352101|204124358119.351807
2352102|6384778412.752727
2352103|3641644789.014036
2352201|1043566993.346539
2352202|224579076.968507
2352203|167631082.415974
2353101|139148727.881357
3121101|2103574650446.570557
3121102|15540331101.210815
3121103|28439531288.799511
3121201|975049971.872177
3121202|313929190.176310
3121203|940662173.211221
3122101|55507628853.312279
3122102|16219567641.735920
3122103|51190617489.488953
3122201|186173640.705221
3122202|170640623.974596
3122203|585711490.860504
3123101|3512454975.835396
3123102|2337696609.864251
3123103|10154284657.515310
3123201|522441188.012987
3123202|294571006.044572
3123203|1153101965.506024
3141101|2493278967091.667969
3141102|31003548023.248619
3141103|38042537604.053825
3141111|297444931562.898071
3141112|12343908918.875750
3141113|10446214121.453577
3141201|74141524162.923965
3141202|9439896806.428225
3141203|9002187994.190279
3141211|26707800330.644386
3141212|3819009523.084312
3141213|5761395640.900942
3142101|11314697602.895538
3142102|8070765667.926014
3142103|22825719669.439419
3142111|7518095635.575786
3142112|6521412243.199484
3142113|16984329660.706818
3142201|6471629203.239084
3142202|5035713975.553654
3142203|8303272830.084110
3142211|4270426080.752863
3142212|4299180751.077008
3142213|13042246337.889336
3143101|14332088462.873760
3143102|12150674625.480618
3143103|29155540464.950325
3143111|750658673.239515
3143112|532897279.972008
3143113|1425523762.055102
3143201|8226637737.168484
3143202|4945653115.237711
3143203|6907360040.528017
3143211|810949197.360635
3143212|823803668.188350
3143213|2249401769.094252
3151101|2095291790783.714844
3151102|3978667110.865197
3151103|2696976975.383529
3151201|2303767539.590563
3151202|829825697.010825
3151203|982961120.344319
3152101|20860408249.740669
3152102|13924826497.524612
3152103|33618888706.022755
3152201|1448630462.995922
3152202|1184735412.463645
3152203|2027652860.881942
3153101|276018030.858401
3153102|93257184.147262
3153103|166217860.681764
3153201|376798975.603771
3153202|379273760.434572
3153203|461714068.713918
3161101|51137837.107233
3211101|817277623428.930054
3221101|6016847878408.336914
3221102|132716905493.976166
3221103|234506766118.489502
3221201|2415800566.146946
3221202|143371333.116584
3221203|69141751.855005
3222101|184747700153.201813
3222102|129310119519.415604
3222103|206986367914.754852
3222201|233938206.123386
3222202|127269079.233001
3222203|128262497.684999
3223101|183445763067.098694
3223102|57313390740.271858
3223103|77315508117.131866
3223201|136432619.346000
3223202|20416602.595791
3223203|6762411.367615
3231101|9841053281461.927734
3231102|43031234995.823112
3231103|36975630280.420547
3231111|922023442.665643
3231112|4153172.327723
3231113|1496774.483542
3231201|2676298386.873869
3231202|869638045.713764
3231203|894014566.276186
3231211|1104127.396236
3231212|675282.493607
3231213|450111.952220
3232101|337647578512.132996
3232102|144343541281.188690
3232103|101619135267.197464
3232111|32146987.551243
3232112|24420792.238349
3232113|27715485.938235
3232201|2047344374.722466
3232202|1975502537.636545
3232203|2425475768.424563
3232211|3082292.608137
3232212|4643795.072622
3232213|5868267.960293
3233101|74255121513.219330
3233102|29475122835.972820
3233103|35081547610.766678
3233201|1045971158.857152
3233202|877524531.481929
3233203|1124701568.473425
3233211|43557.380877
3233212|762333.120839
3233213|421106.148908
3241101|2998761492965.933594
3241102|98294540616.770050
3241103|165855820186.440918
3241111|352105349070.649780
3241112|10005488028.239950
3241113|11309636553.784082
3241201|19270004886.037029
3241202|2048348306.259484
3241203|2839620107.290706
3241211|2250205790.911076
3241212|213575816.751522
3241213|168156771.394377
3242101|106925693958.625580
3242102|92124717819.896210
3242103|224969735081.586334
3242111|20667973419.335541
3242112|14202300202.147499
3242113|20127997370.505108
3242201|5584800949.929972
3242202|5558163074.577466
3242203|7990466943.332315
3242211|1245382161.720339
3242212|1682409132.160012
3242213|1790030151.633505
3243101|83067611316.383759
3243102|76827720292.711884
3243103|125841584132.746918
3243111|2914331837.345092
3243112|2438273064.361031
3243113|5349079793.151798
3243201|484423307.730925
3243202|404847506.893181
3243203|887833434.628812
3243211|13177027.064869
3243212|16642366.816703
3243213|25875854.478203
3521101|2471602227004.582520
3521102|78864129302.575150
3521103|145991010255.036285
3521201|4240878528.026505
3521202|1331718465.116123
3521203|4623887380.724575
3522101|81091297889.685699
3522102|48112008719.110786
3522103|134992732961.320602
3522201|415664158.801873
3522202|334594797.562976
3522203|754403535.940615
3523101|391427797399.668457
3523102|158418011967.848572
3523103|422153643630.038147
3523201|5822616648.216700
3523202|2493240453.677332
3523203|9437799913.969746
3531101|4297096672789.583496
3531102|31668161818.239918
3531103|35468985091.610977
3531111|14720042.360502
3531112|1852926.655557
3531113|1111819.015738
3531201|2555640444.959886
3531202|720477911.193143
3531203|782654632.705133
3531211|2657382.621305
3531212|72609.302936
3531213|36304.250505
3532101|150971684764.687378
3532102|73462255999.760925
3532103|99767829501.754761
3532111|3973577.467191
3532112|5883752.645070
3532113|11360960.193153
3532201|4030079784.254707
3532202|4885965636.475355
3532203|7446503804.464390
3532211|1532100.118674
3532212|1350646.422559
3532213|1960630.600162
3533101|113221354689.428329
3533102|29220149590.726326
3533103|27879557933.471558
3533201|3040764832.818746
3533202|2637199283.564118
3533203|4644408969.010151
3533212|123441.068123
3533213|29045.204852
3541101|185158612232.061371
3541102|21860558172.215908
3541103|44786458169.249756
3541111|14487002120.526497
3541112|1592010802.166464
3541113|1868183478.773948
3541201|23768627511.922424
3541202|6300495511.078324
3541203|10948380818.198841
3541211|3451678468.231763
3541212|695346433.002712
3541213|1224358884.810855
3542101|26275021585.108994
3542102|23293005216.784889
3542103|55421886999.168907
3542111|4333643369.843623
3542112|3312371836.289963
3542113|4043232598.612692
3542201|3285546042.085139
3542202|2855433376.890815
3542203|5308161609.309807
3542211|721831764.203961
3542212|577531848.905732
3542213|1185064005.129776
3543101|23700323491.642277
3543102|15638572209.960274
3543103|43517118750.912918
3543111|598918233.076259
3543112|543431189.117973
3543113|1280296343.600565
3543201|8418979543.096127
3543202|8777552926.862896
3543203|20624727960.887714
3543211|310480325.734102
3543212|297197465.646161
3543213|999067010.174546
3551101|582425326616.829224
3551102|4135798938.710885
3551103|2687902963.972724
3551201|765753819.651216
3551202|221850315.796097
3551203|205222391.013734
3552101|45014143795.027107
3552102|22889590643.158943
3552103|46560154639.098244
3552201|1200375494.585179
3552202|701887896.713971
3552203|1360512987.120005
3553101|156947317.918840
3553102|69210801.921627
3553103|68855729.088488
3553201|11500561.961670
3553202|9889189.368890
3553203|18018254.363759
4011101|2121284094180.693604
4011102|1888546.455811
4012101|56401859.662992
4021101|18755262268306.511719
4021102|264151121799.339630
4021103|221992747219.934479
4022101|35481218084.851135
4022102|31030240922.102081
4022103|89244172389.390610
4023101|2102577874986.259766
4023102|526027787765.514099
4023103|344366437844.960510
4031101|9811645984927.808594
4031102|292874846768.618469
4031103|295460359928.912659
4032101|250998216860.334747
4032102|154550808440.582092
4032103|171639578901.498535
4033101|4134256406434.849121
4033102|1007782746426.001587
4033103|863573587146.957031
4041101|5652238655607.024414
4041102|132890449299.846527
4041103|222809520381.495453
4041111|67697398.660144
4041112|363105.769026
4041113|57637.158951
4041201|7127469197.068050
4041202|407902292.321672
4041203|275166924.928523
4041211|19555031.694897
4041212|2853179.304864
4041213|1775369.943721
4042101|100597396437.914261
4042102|65702933346.073410
4042103|173816006288.454803
4042111|15698.600406
4042112|5295.347368
4042113|10590.694737
4042201|16135128.326952
4042202|10880310.523541
4042203|7558870.385445
4042211|5232.952085
4043101|523247461036.437500
4043102|321998791100.039001
4043103|183545309041.660400
4043111|749488.207075
4043112|106286.087826
4043113|111192.621834
4043201|641894362.605958
4043202|524892090.678221
4043203|819694987.010383
4043211|6782889.160988
4043212|6919575.598796
4043213|5991040.171443
4051101|1776685552408.451904
4051102|13787770246.849878
4052101|32885142.740455
4053101|1127592.880916
4061101|335875888322.252380
0|198123443753566.500000
